Mod:Item:MetaData, Localized Name
tconstruct:broad_axe_head:0, Красный большое лезвие топора
tconstruct:broad_axe_head:0, Проводящее большое лезвие топора
tconstruct:broad_axe_head:0, Пульсирующее большое лезвие топора
tconstruct:broad_axe_head:0, Тёмная большое лезвие топора
tconstruct:broad_axe_head:0, Душа большое лезвие топора
tconstruct:broad_axe_head:0, большое лезвие топора из Края
tconstruct:broad_axe_head:0, Fake-Iron большое лезвие топора
tconstruct:broad_axe_head:0, Деревянн. большое лезвие топора
tconstruct:broad_axe_head:0, Каменн. большое лезвие топора
tconstruct:broad_axe_head:0, Кремнев. большое лезвие топора
tconstruct:broad_axe_head:0, Кактусов. большое лезвие топора
tconstruct:broad_axe_head:0, Костян. большое лезвие топора
tconstruct:broad_axe_head:0, Обсидианов. большое лезвие топора
tconstruct:broad_axe_head:0, Призмаринов. большое лезвие топора
tconstruct:broad_axe_head:0, Эндеровск. большое лезвие топора
tconstruct:broad_axe_head:0, Бумажн. большое лезвие топора
tconstruct:broad_axe_head:0, Губочн. большое лезвие топора
tconstruct:broad_axe_head:0, Огнедерев. большое лезвие топора
tconstruct:broad_axe_head:0, Железн. большое лезвие топора
tconstruct:broad_axe_head:0, Свиностальн. большое лезвие топора
tconstruct:broad_axe_head:0, Слизестальн. большое лезвие топора
tconstruct:broad_axe_head:0, Слизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Синеслизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Огнеслизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Адокаменн. большое лезвие топора
tconstruct:broad_axe_head:0, Кобальтов. большое лезвие топора
tconstruct:broad_axe_head:0, Ардитов. большое лезвие топора
tconstruct:broad_axe_head:0, Маньюлинов. большое лезвие топора
tconstruct:broad_axe_head:0, Медн. большое лезвие топора
tconstruct:broad_axe_head:0, Бронзов. большое лезвие топора
tconstruct:broad_axe_head:0, Свинцов. большое лезвие топора
tconstruct:broad_axe_head:0, Серебрян. большое лезвие топора
tconstruct:broad_axe_head:0, Электрумов. большое лезвие топора
tconstruct:broad_axe_head:0, Стальн. большое лезвие топора
tconstruct:broad_axe_head:0, Magical Wooden большое лезвие топора
tconstruct:broad_axe_head:0, Evil Infused большое лезвие топора
tconstruct:broad_axe_head:0, Enchanted большое лезвие топора
tconstruct:broad_axe_head:0, Demonic большое лезвие топора
tconstruct:broad_axe_head:0, Treated Wood большое лезвие топора
tconstruct:broad_axe_head:0, Константан большое лезвие топора
tconstruct:broad_axe_head:0, Бор большое лезвие топора
tconstruct:broad_axe_head:0, Прочный сплав большое лезвие топора
tconstruct:broad_axe_head:0, Твердый углерод большое лезвие топора
tconstruct:broad_axe_head:0, Нитрид бора большое лезвие топора
tconstruct:broad_axe_head:0, Торий большое лезвие топора
tconstruct:broad_axe_head:0, Уран большое лезвие топора
tconstruct:broad_axe_head:0, Магний большое лезвие топора
tconstruct:broad_axe_head:0, Шоколад большое лезвие топора
tconstruct:broad_axe_head:0, Пластик большое лезвие топора
tconstruct:broad_axe_head:0, Розовый слизень большое лезвие топора
tconstruct:broad_axe_head:0, Усиленная розовая слизень большое лезвие топора
tconstruct:broad_axe_head:0, Alumite большое лезвие топора
tconstruct:broad_axe_head:0, Nickel большое лезвие топора
tconstruct:broad_axe_head:0, Invar большое лезвие топора
tconstruct:broad_axe_head:0, Iridium большое лезвие топора
tconstruct:broad_axe_head:0, Lumium большое лезвие топора
tconstruct:broad_axe_head:0, Signalum большое лезвие топора
tconstruct:broad_axe_head:0, Platinum большое лезвие топора
tconstruct:broad_axe_head:0, Enderium большое лезвие топора
tconstruct:broad_axe_head:0, Black Quartz большое лезвие топора
tconstruct:broad_axe_head:0, Void большое лезвие топора
tconstruct:broad_axe_head:0, Enori большое лезвие топора
tconstruct:broad_axe_head:0, Palis большое лезвие топора
tconstruct:broad_axe_head:0, Restonia большое лезвие топора
tconstruct:broad_axe_head:0, Emeradic большое лезвие топора
tconstruct:broad_axe_head:0, Diamatine большое лезвие топора
tconstruct:broad_axe_head:0, Desh большое лезвие топора
tconstruct:broad_axe_head:0, Certus Quartz большое лезвие топора
tconstruct:broad_axe_head:0, Fluix Crystal большое лезвие топора
tconstruct:broad_axe_head:0, Mica большое лезвие топора
tconstruct:broad_axe_head:0, Litherite большое лезвие топора
tconstruct:broad_axe_head:0, Erodium большое лезвие топора
tconstruct:broad_axe_head:0, Kyronite большое лезвие топора
tconstruct:broad_axe_head:0, Pladium большое лезвие топора
tconstruct:broad_axe_head:0, Ionite большое лезвие топора
tconstruct:broad_axe_head:0, Aethium большое лезвие топора
tconstruct:broad_axe_head:0, Emerald большое лезвие топора
tconstruct:broad_axe_head:0, Bloodwood большое лезвие топора
tconstruct:broad_axe_head:0, Fusewood большое лезвие топора
tconstruct:broad_axe_head:0, Ghostwood большое лезвие топора
tconstruct:broad_axe_head:0, Darkwood большое лезвие топора
tconstruct:sword_blade:0, Наэлектризованная лезвие меча
tconstruct:sword_blade:0, Энергетический лезвие меча
tconstruct:sword_blade:0, Вибрирующий лезвие меча
tconstruct:sword_blade:0, Красный лезвие меча
tconstruct:sword_blade:0, Проводящее лезвие меча
tconstruct:sword_blade:0, Пульсирующее лезвие меча
tconstruct:sword_blade:0, Тёмная лезвие меча
tconstruct:sword_blade:0, Душа лезвие меча
tconstruct:sword_blade:0, лезвие меча из Края
tconstruct:sword_blade:0, Fake-Iron лезвие меча
tconstruct:sword_blade:0, Деревянн. лезвие меча
tconstruct:sword_blade:0, Каменн. лезвие меча
tconstruct:sword_blade:0, Кремнев. лезвие меча
tconstruct:sword_blade:0, Кактусов. лезвие меча
tconstruct:sword_blade:0, Костян. лезвие меча
tconstruct:sword_blade:0, Обсидианов. лезвие меча
tconstruct:sword_blade:0, Призмаринов. лезвие меча
tconstruct:sword_blade:0, Эндеровск. лезвие меча
tconstruct:sword_blade:0, Бумажн. лезвие меча
tconstruct:sword_blade:0, Губочн. лезвие меча
tconstruct:sword_blade:0, Огнедерев. лезвие меча
tconstruct:sword_blade:0, Железн. лезвие меча
tconstruct:sword_blade:0, Свиностальн. лезвие меча
tconstruct:sword_blade:0, Слизестальн. лезвие меча
tconstruct:sword_blade:0, Слизнев. лезвие меча
tconstruct:sword_blade:0, Синеслизнев. лезвие меча
tconstruct:sword_blade:0, Огнеслизнев. лезвие меча
tconstruct:sword_blade:0, Адокаменн. лезвие меча
tconstruct:sword_blade:0, Кобальтов. лезвие меча
tconstruct:sword_blade:0, Ардитов. лезвие меча
tconstruct:sword_blade:0, Маньюлинов. лезвие меча
tconstruct:sword_blade:0, Медн. лезвие меча
tconstruct:sword_blade:0, Бронзов. лезвие меча
tconstruct:sword_blade:0, Свинцов. лезвие меча
tconstruct:sword_blade:0, Серебрян. лезвие меча
tconstruct:sword_blade:0, Электрумов. лезвие меча
tconstruct:sword_blade:0, Стальн. лезвие меча
tconstruct:sword_blade:0, Magical Wooden лезвие меча
tconstruct:sword_blade:0, Evil Infused лезвие меча
tconstruct:sword_blade:0, Enchanted лезвие меча
tconstruct:sword_blade:0, Demonic лезвие меча
tconstruct:sword_blade:0, Treated Wood лезвие меча
tconstruct:sword_blade:0, Константан лезвие меча
tconstruct:sword_blade:0, Бор лезвие меча
tconstruct:sword_blade:0, Прочный сплав лезвие меча
tconstruct:sword_blade:0, Твердый углерод лезвие меча
